datetime,generation_mw,demand_mw,load_shedding,gas,liquid_fuel,coal,hydro,solar,wind,india_bheramara_hvdc,india_tripura,india_adani,nepal,remarks
11/17/24 7:00,8397,8397,0,5277,86,1493,95,47,2,914,48,435,0,
11/17/24 6:00,7938,7938,0,5114,25,1321,93,0,8,914,46,417,0,
11/17/24 5:00,7794,7794,0,4968,0,1329,93,0,11,913,48,432,0,
11/17/24 4:00,7931,7931,0,4983,0,1398,94,0,14,913,52,477,0,
11/17/24 3:00,8203,8203,0,5001,0,1531,94,0,12,914,56,595,0,
11/17/24 2:00,8489,8489,0,4965,52,1645,95,0,8,913,56,755,0,
11/17/24 1:00,8753,8753,0,4811,318,1794,96,0,9,913,58,754,0,
11/16/24 23:00,9646,9646,0,4986,1029,1802,96,0,13,910,56,754,0,
11/16/24 22:00,10068,10068,0,5053,1387,1799,96,0,12,908,62,751,0,
11/16/24 21:00,10411,10411,0,5197,1587,1798,96,0,10,908,62,753,0,
11/16/24 20:00,10638,10638,0,5140,1892,1779,96,0,7,908,60,756,0,
11/16/24 19:30,10736,10736,0,5121,2010,1780,96,0,7,908,58,756,0,
11/16/24 19:00,11009,11009,0,5090,2317,1780,96,0,8,908,56,754,0,
11/16/24 18:00,11246,11246,0,5217,2421,1780,95,0,14,908,56,755,0,Evening_Peak
11/16/24 17:00,9894,9894,0,5282,998,1779,94,7,12,909,54,759,0,
11/16/24 16:00,9265,9265,0,5152,576,1799,93,110,12,909,52,562,0,
11/16/24 15:00,9188,9188,0,4894,688,1805,91,276,6,908,60,460,0,
11/16/24 14:00,9585,9585,0,5105,805,1801,93,357,0,909,56,459,0,
11/16/24 13:00,9663,9663,0,5291,645,1783,96,425,0,908,56,459,0,
11/16/24 12:00,9431,9431,0,5359,381,1694,96,468,2,908,60,463,0,Day_Peak
11/16/24 11:00,8741,8741,0,4849,302,1616,96,451,6,908,54,459,0,
11/16/24 10:00,8293,8293,0,4609,257,1571,96,336,8,912,46,458,0,
11/16/24 9:00,8552,8552,0,5010,230,1575,96,225,7,910,42,457,0,
11/16/24 8:00,5897,8597,0,5197,198,1523,95,151,17,911,46,459,0,
11/16/24 7:00,8395,8395,0,5230,153,1458,85,41,18,909,40,461,0,
11/16/24 6:00,7799,7799,0,4891,25,1364,84,0,20,909,46,460,0,
11/16/24 5:00,7630,7630,0,4759,0,1357,83,0,22,900,46,463,0,
11/16/24 4:00,7926,7926,0,4997,0,1363,82,0,21,910,52,501,0,
11/16/24 3:00,8093,8093,0,4993,0,1446,81,0,26,910,54,583,0,
11/16/24 2:00,8347,8347,0,5095,0,1550,81,0,17,910,50,644,0,
11/16/24 1:00,8719,8719,0,5216,48,1673,83,0,22,909,50,718,0,
11/15/24 23:00,9392,9392,0,5258,323,1941,96,0,19,908,56,753,38,
11/15/24 22:00,9671,9671,0,5170,583,2051,96,0,12,908,60,753,38,
11/15/24 21:00,9892,9892,0,5220,745,2053,96,0,14,909,56,761,38,
11/15/24 20:00,9853,9853,0,5179,751,2049,96,0,16,908,62,754,38,
11/15/24 19:30,9873,9873,0,5188,766,2048,96,0,15,908,60,754,38,
11/15/24 19:00,10055,10055,0,5042,1103,2040,94,0,14,908,58,758,38,
11/15/24 18:00,10277,10277,0,5225,1305,1865,94,0,13,908,60,769,38,
11/15/24 17:00,8783,8783,0,4831,406,1678,93,6,7,908,50,766,38,
11/15/24 16:00,8562,8562,0,4706,316,1569,93,108,8,908,54,762,38,
11/15/24 15:00,8810,8810,0,4680,351,1662,91,274,8,908,34,764,38,
11/15/24 14:00,9119,9119,0,4762,376,1711,91,416,0,908,46,769,38,
11/15/24 13:00,9912,9912,0,5055,744,1787,93,476,5,910,46,760,38,
11/15/24 12:00,9308,9308,0,4602,698,1610,95,581,8,908,44,762,,Day_Peak
11/15/24 11:00,8628,8628,0,4546,301,1414,96,550,13,907,38,763,,
11/15/24 10:00,8329,8329,0,4387,294,1387,50,494,19,908,30,760,,
11/15/24 9:00,8413,8413,0,4494,318,1470,50,366,17,907,30,761,,
11/15/24 8:00,8624,8624,0,4814,266,1581,50,190,16,907,42,758,,
11/15/24 7:00,8370,8370,0,4786,139,1567,96,43,24,907,48,760,,
11/15/24 6:00,8351,8351,0,4781,156,1564,96,0,30,907,50,767,,
11/15/24 5:00,8400,8400,0,4791,192,1556,96,0,35,907,58,765,,
11/15/24 4:00,8679,8679,0,4972,287,1575,94,0,28,907,54,762,,
11/15/24 3:00,8955,8955,0,5055,311,1743,93,0,26,908,54,765,,
11/15/24 2:00,9215,9215,0,5103,459,1801,93,0,26,907,60,766,,
11/15/24 1:00,9627,9627,0,5195,772,1801,94,0,25,915,64,761,,
11/14/24 23:00,10379,10379,0,5049,1374,2062,134,0,12,914,68,766,,
11/14/24 22:00,10735,10735,0,5018,1790,2036,134,0,13,914,64,766,,
11/14/24 21:00,11060,11060,0,5216,1933,2032,134,0,6,914,62,763,,
11/14/24 20:00,11449,11449,0,5146,2371,2036,134,0,11,915,68,768,,
11/14/24 19:30,11533,11533,0,5228,2391,2032,134,0,7,914,66,761,,
11/14/24 19:00,11705,11705,0,5081,2692,2040,134,0,10,914,68,766,38,
11/14/24 18:00,12251,12251,0,5149,3163,2033,134,0,16,914,72,770,,Evening_Peak
11/14/24 17:00,10798,10798,0,4485,2373,2055,133,7,10,914,56,765,,
11/14/24 16:00,10618,10700,78,5005,1801,1798,133,131,8,914,62,766,,
11/14/24 15:00,10789,10870,77,5099,1717,1805,132,290,8,914,66,758,,
11/14/24 14:00,10968,10968,0,4972,1845,1804,131,463,7,914,70,762,,
11/14/24 13:00,11146,11180,32,5093,1830,1805,132,534,8,914,64,766,,
11/14/24 12:00,10905,10905,0,5139,1536,1781,133,587,4,915,58,752,,Day_Peak
11/14/24 11:00,10340,10340,0,4900,1202,1783,134,586,10,917,58,750,,
11/14/24 10:00,10025,10025,0,4846,1023,1778,134,513,14,917,50,750,,
11/14/24 9:00,9783,9738,0,4833,945,1774,134,371,11,918,48,749,,
11/14/24 8:00,9616,9616,0,5044,715,1792,134,207,21,916,46,741,,
11/14/24 7:00,9276,9276,0,5052,564,1806,134,56,26,917,42,679,,
11/14/24 6:00,8893,8893,0,4834,391,1800,134,0,37,918,50,729,,
11/14/24 5:00,8778,8778,0,4921,370,1782,133,0,33,918,50,571,,
11/14/24 4:00,8748,8748,0,4715,378,1617,132,0,32,917,52,905,,
11/14/24 3:00,9123,9123,0,4904,420,1712,132,0,26,917,54,958,,
11/14/24 2:00,9506,9506,0,4984,726,1805,131,0,44,918,54,844,,
11/14/24 1:00,9914,9914,0,4990,1187,1803,131,0,46,917,60,780,,
11/13/24 23:00,10647,10647,0,4895,1797,2061,133,0,16,917,62,766,,
11/13/24 22:00,11050,11050,0,5178,1926,2061,132,0,14,917,58,764,,
11/13/24 21:00,11422,11422,0,5247,2235,2064,134,0,5,918,60,759,,
11/13/24 20:00,11670,11670,0,5196,2548,2045,134,0,12,918,62,755,,
11/13/24 19:30,11857,11857,0,5186,2739,2038,134,0,15,917,60,768,,
11/13/24 19:00,11968,11968,0,5183,2864,2036,134,0,15,918,62,757,,
11/13/24 18:00,12414,12414,0,5373,3110,2035,134,0,16,917,64,765,,Evening_Peak
11/13/24 17:00,10925,10925,0,4880,2129,2034,133,8,9,912,54,766,,
11/13/24 16:00,10888,10888,0,5144,1931,1815,133,121,11,912,56,765,,
11/13/24 15:00,10999,10999,0,5190,1834,1794,130,304,12,912,60,763,,
11/13/24 14:00,11022,11022,0,5014,1901,1773,131,454,14,903,64,768,,
11/13/24 13:00,11102,11182,76,5187,1852,1733,130,496,3,903,26,772,,
11/13/24 12:00,11037,11037,0,5329,1566,1732,133,584,5,903,26,759,,Day_Peak
11/13/24 11:00,10501,10501,0,5113,1247,1709,133,575,6,903,52,763,,
11/13/24 10:00,10016,10016,0,4879,1071,1711,134,509,0,903,50,759,,
11/13/24 9:00,9874,9874,0,4816,1054,1774,136,390,3,903,44,754,,
11/13/24 8:00,9760,9760,0,5012,907,1781,134,223,2,903,44,754,,
11/13/24 7:00,9516,9516,0,5317,554,1726,134,57,12,903,46,767,,
11/13/24 6:00,8870,8870,0,5137,241,1600,136,0,36,903,56,761,,
11/13/24 5:00,8836,8836,0,5107,195,1578,226,0,24,898,48,760,,
11/13/24 4:00,9117,9117,0,5107,257,1800,224,0,11,898,60,760,,
11/13/24 3:00,9379,9379,0,5179,450,1800,224,0,15,898,52,761,,
11/13/24 2:00,9663,9663,0,5200,707,1800,223,0,16,898,58,761,,
11/13/24 1:00,10229,10229,0,5209,1261,1799,223,0,22,898,60,757,,
11/12/24 23:00,10881,10881,0,5238,1654,2063,224,0,0,898,62,742,,
11/12/24 22:00,11310,11310,0,5270,2046,2059,226,0,2,898,66,743,,
11/12/24 21:00,11518,11518,0,5263,2348,2036,165,0,1,898,62,745,,
11/12/24 20:00,11876,11876,0,5195,2864,2035,80,0,0,897,64,741,,
11/12/24 19:30,12139,12139,0,5272,3055,2029,80,0,0,898,62,743,,
11/12/24 19:00,12505,12505,0,5382,3328,2016,80,0,0,898,60,741,,Evening_Peak
11/12/24 18:00,11948,12650,670,5160,3162,1969,80,0,6,898,70,603,,
11/12/24 17:00,11040,11500,439,5017,2430,1971,115,11,9,898,62,527,,
11/12/24 16:00,10671,11150,457,5132,2014,1743,118,145,17,910,74,518,,
11/12/24 15:00,10797,11350,528,5123,1961,1737,118,346,13,910,68,521,,
11/12/24 14:00,10775,11300,501,4957,1955,1736,118,508,2,913,70,516,,
11/12/24 13:00,11001,11500,477,5235,1915,1735,80,527,0,913,72,524,,
11/12/24 12:00,10768,11200,413,5256,1749,1703,80,480,0,912,64,524,,Day_Peak
11/12/24 11:00,10694,10694,0,5261,1569,1689,80,598,0,913,60,524,,
11/12/24 10:00,10271,10271,0,4878,1586,1710,80,527,0,912,56,522,,
11/12/24 9:00,10152,10152,0,4855,1623,1700,80,409,0,912,54,519,,
11/12/24 8:00,10011,10011,0,5015,1486,1709,80,247,0,911,48,515,,
11/12/24 7:00,9821,9821,0,5329,1144,1724,80,56,0,911,58,519,,
11/12/24 6:00,9238,9238,0,5043,907,1722,80,0,0,911,58,517,,
11/12/24 5:00,9198,9198,0,4962,938,1722,80,0,0,911,62,523,,
11/12/24 4:00,9362,9362,0,4925,1150,1719,80,0,0,911,60,517,,
11/12/24 3:00,9559,9559,0,4905,1431,1726,0,0,0,911,66,520,,
11/12/24 2:00,10082,10082,0,5063,1716,1722,84,0,0,911,66,520,,
11/12/24 1:00,10475,10475,0,5167,1993,1733,84,0,0,911,68,519,,
11/11/24 23:00,11292,11292,0,5111,2605,1990,84,0,0,912,72,518,,
11/11/24 22:00,11709,11709,0,5252,2881,1991,84,0,0,911,70,520,,
11/11/24 21:00,11993,11993,0,5226,3193,1989,84,0,0,911,70,520,,
11/11/24 20:00,12314,12360,44,5362,3382,1991,84,0,0,911,66,520,,Evening_Peak
11/11/24 19:30,12305,12380,72,5367,3362,1993,84,0,0,911,70,518,,
11/11/24 19:00,12151,12250,95,5246,3346,1975,84,0,0,912,70,518,,
11/11/24 18:00,11815,12550,702,5159,3107,1966,84,0,0,911,68,520,,
11/11/24 17:00,10961,11300,324,4961,2438,1974,81,10,0,910,66,521,,
11/11/24 16:00,10679,11000,307,4977,2220,1753,84,146,1,911,66,521,,
11/11/24 15:00,10702,11140,418,4896,2152,1731,84,333,5,912,68,521,,
11/11/24 14:00,10809,11150,326,4927,2119,1734,84,433,5,909,76,522,,
11/11/24 13:00,11029,11350,307,5009,2073,1801,84,561,0,909,74,518,,
11/11/24 12:00,10878,11300,403,5032,1948,1772,84,543,0,908,64,527,,Day_Peak
11/11/24 11:00,10732,10760,27,5015,1765,1777,84,608,0,908,56,519,,
11/11/24 10:00,10156,10156,0,4599,1676,1774,84,546,0,908,54,515,,
11/11/24 9:00,9826,9826,0,4489,1592,1774,84,424,0,897,52,514,,
11/11/24 8:00,9658,9658,0,4821,1223,1805,84,265,0,898,48,514,,
11/11/24 7:00,9378,9378,0,5153,801,1804,84,74,1,897,46,518,,
11/11/24 6:00,8908,8908,0,4852,706,1801,84,0,4,897,50,514,,
11/11/24 5:00,8891,8891,0,4741,749,1801,133,0,3,897,52,515,,
11/11/24 4:00,9128,9128,0,4716,1006,1803,133,0,0,897,54,518,,
11/11/24 3:00,9486,9486,0,4771,1306,1808,133,0,0,896,58,514,,
11/11/24 2:00,9882,9882,0,4756,1729,1803,132,0,0,896,54,512,,
11/11/24 1:00,10246,10246,0,4899,1939,1806,131,0,0,895,60,516,,
11/10/24 23:00,11087,11087,0,4884,2610,1995,131,0,0,888,66,513,,
11/10/24 22:00,11524,11524,0,4772,3154,1999,131,0,0,888,66,514,,
11/10/24 21:00,11790,11790,0,4814,3384,1999,131,0,0,888,62,512,,
11/10/24 20:00,12073,12073,0,4793,3633,2049,132,0,0,887,64,515,,
11/10/24 19:30,12195,12195,0,4890,3651,2049,134,0,0,887,68,516,,Evening_Peak
11/10/24 19:00,12177,12350,165,4919,3611,2041,134,0,0,888,68,516,,
11/10/24 18:00,11916,12450,510,4886,3380,2039,134,0,0,888,72,517,,
11/10/24 17:00,10977,11100,117,4558,2821,1987,134,13,0,890,54,520,,
11/10/24 16:00,10788,10860,69,4674,2564,1789,134,160,0,890,62,515,,
11/10/24 15:00,10708,11100,374,4516,2466,1800,134,325,0,890,62,515,,
11/10/24 14:00,10627,11150,499,4264,2485,1804,114,499,0,889,58,514,,
11/10/24 13:00,10975,10975,0,4595,2397,1801,134,584,0,891,58,515,,
11/10/24 12:00,11126,11126,0,5026,2094,1788,134,626,0,890,52,516,,Day_Peak
11/10/24 11:00,10556,10556,0,4883,1690,1778,132,618,0,890,50,515,,
11/10/24 10:00,10131,10131,0,4614,1584,1779,132,573,0,890,44,515,,
11/10/24 9:00,9914,9914,0,4505,1594,1781,134,451,0,889,46,514,,
11/10/24 8:00,9740,9740,0,4622,1452,1804,134,274,0,890,46,518,,
11/10/24 7:00,9371,9371,0,4908,994,1803,134,81,0,889,46,516,,
11/10/24 6:00,8857,8857,0,4694,767,1804,134,0,4,889,50,515,,
11/10/24 5:00,8759,8759,0,4676,692,1804,131,0,0,889,52,515,,
11/10/24 4:00,8970,8970,0,4864,710,1808,130,0,0,890,52,516,,
11/10/24 3:00,9304,9304,0,4888,1019,1808,130,0,0,891,52,516,,
11/10/24 2:00,9726,9726,0,4863,1472,1805,130,0,0,890,52,514,,
11/10/24 1:00,10097,10097,0,4950,1751,1805,130,0,0,890,56,515,,
11/9/24 23:00,11001,11001,0,4848,2253,2300,132,0,0,895,58,515,,
11/9/24 22:00,11208,11208,0,4996,2328,2282,132,0,0,895,58,517,,
11/9/24 21:00,11463,11463,0,5124,2447,2286,132,0,0,895,62,517,,
11/9/24 20:00,11733,11733,0,4956,2791,2381,133,0,0,895,62,515,,
11/9/24 19:30,11946,11946,0,5065,2859,2416,134,0,0,895,62,515,,
11/9/24 19:00,12270,12270,0,4912,3314,2440,134,0,0,895,58,517,,Evening_Peak
11/9/24 18:00,12266,12330,61,5169,2921,2567,131,0,0,895,64,519,,
11/9/24 17:00,10777,10777,0,4800,1833,2547,131,10,0,894,52,510,,
11/9/24 16:00,10449,10449,0,4937,1463,2283,132,158,3,895,60,518,,
11/9/24 15:00,10708,10708,0,4920,1552,2273,131,359,7,895,58,513,,
11/9/24 14:00,10533,10533,0,4647,1487,2291,131,509,0,895,58,515,,
11/9/24 13:00,10750,10750,0,4861,1269,2412,134,610,0,895,54,515,,
11/9/24 12:00,10293,10293,0,4896,760,2398,134,646,0,895,52,512,,Day_Peak
11/9/24 11:00,9561,9561,0,4676,345,2304,133,638,0,895,50,520,,
11/9/24 10:00,9041,9041,0,4386,316,2154,133,589,0,896,50,517,,
11/9/24 9:00,8990,8990,0,4375,428,2147,132,450,0,895,46,517,,
11/9/24 8:00,8908,8908,0,4651,395,1987,131,289,0,896,38,521,,
11/9/24 7:00,8725,8725,0,4935,187,1930,134,81,0,896,40,522,,
11/9/24 6:00,8390,8390,0,4784,105,1912,134,0,0,896,44,515,,
11/9/24 5:00,8415,8415,0,4799,105,1914,131,0,0,897,56,513,,
11/9/24 4:00,8500,8500,0,4812,114,1981,131,0,0,895,52,515,,
11/9/24 3:00,8843,8843,0,5114,114,2017,131,0,0,896,56,515,,
11/9/24 2:00,9257,9257,0,5190,228,2241,131,0,0,896,54,517,,
11/9/24 1:00,9627,9627,0,5231,452,2340,131,0,0,896,58,519,,
11/8/24 23:00,10321,10321,0,5155,887,2672,134,0,0,896,60,517,,
11/8/24 22:00,10439,10439,0,5192,972,2673,134,0,0,896,56,516,,
11/8/24 21:00,10556,10556,0,5221,1061,2675,133,0,0,896,52,518,,
11/8/24 20:00,10638,10638,0,5182,1191,2669,132,0,0,896,54,514,,
11/8/24 19:30,10708,10708,0,5238,1209,2666,132,0,0,896,52,515,,
11/8/24 19:00,10719,10719,0,5126,1372,2629,129,0,0,896,52,515,,
11/8/24 18:00,10899,10899,0,5292,1581,2433,130,0,0,895,52,516,,Evening_Peak
11/8/24 17:00,8960,8960,0,4953,324,2084,131,11,0,896,44,517,,
11/8/24 16:00,9050,9050,0,5028,229,2058,131,147,0,896,46,515,,
11/8/24 15:00,9450,9450,0,4989,347,2187,131,332,0,896,54,514,,
11/8/24 14:00,9590,9590,0,4768,473,2259,132,494,3,897,48,516,,
11/8/24 13:00,10436,10436,0,5386,494,2382,132,576,0,897,52,517,,
11/8/24 12:00,9603,9603,0,4974,299,2113,132,623,0,896,48,518,,Day_Peak
11/8/24 11:00,9020,9020,0,4812,218,1812,132,590,0,896,44,516,,
11/8/24 10:00,8637,8637,0,4545,204,1752,132,548,0,897,42,517,,
11/8/24 9:00,8752,8752,0,4606,243,1869,132,448,0,897,42,515,,
11/8/24 8:00,8866,8866,0,4747,235,2034,132,259,0,897,44,518,,
11/8/24 7:00,8766,8766,0,4940,151,2010,128,74,0,898,50,515,,
11/8/24 6:00,8669,8669,0,4984,60,2031,131,0,0,897,48,518,,
11/8/24 5:00,8867,8867,0,5177,60,2029,131,0,0,897,52,521,,
11/8/24 4:00,9016,9016,0,5128,182,2110,131,0,0,897,50,518,,
11/8/24 3:00,9381,9381,0,5182,430,2168,131,0,0,897,54,519,,
11/8/24 2:00,9760,9760,0,5264,740,2155,131,0,0,896,54,520,,
11/8/24 1:00,10342,10342,0,5328,1239,2173,131,0,0,896,54,521,,
11/7/24 23:00,11121,11121,0,5161,1983,2370,134,0,0,898,58,517,,
11/7/24 22:00,11228,11228,0,5168,2090,2368,134,0,0,896,54,518,,
11/7/24 21:00,11785,11785,0,5111,2616,2371,134,0,0,897,62,594,,
11/7/24 20:00,12026,12026,0,5053,2745,2376,174,0,0,900,60,718,,
11/7/24 19:30,12145,12145,0,5127,2792,2373,174,0,0,899,60,720,,
11/7/24 19:00,12393,12393,0,5342,2843,2350,174,0,0,900,62,722,,
11/7/24 18:00,12630,12630,0,5376,3205,2194,174,0,0,900,68,713,,
11/7/24 17:00,11187,11187,0,4914,2401,2010,174,12,0,900,54,722,,
11/7/24 16:00,11078,11078,0,5056,2122,1899,174,147,2,899,58,721,,
11/7/24 15:00,11247,11247,0,5073,2062,1952,174,299,1,899,60,727,,
11/7/24 14:00,11275,11275,0,4880,2081,1996,174,459,0,900,60,725,,
11/7/24 13:00,11420,11420,0,5170,1857,2114,174,428,0,900,58,719,,
11/7/24 12:00,11095,11095,0,5343,1324,2031,174,552,0,900,50,721,,Day_Peak
11/7/24 11:00,10688,10688,0,5150,1091,1986,174,617,0,899,50,721,,
11/7/24 10:00,10688,10688,0,5150,1091,1986,174,617,0,899,50,721,,
11/7/24 9:00,9918,9918,0,4892,742,2003,174,437,0,901,50,719,,
11/7/24 8:00,9803,9803,0,5002,622,2111,171,235,0,900,40,722,,
11/7/24 7:00,9428,9428,0,5118,384,2019,172,70,0,900,42,723,,
11/7/24 6:00,9024,9024,0,5067,150,1967,170,0,0,900,50,720,,
11/7/24 5:00,8983,8983,0,5017,153,1979,168,0,0,900,48,718,,
11/7/24 4:00,9197,9197,0,5056,186,2122,169,0,0,900,48,716,,
11/7/24 3:00,9503,9503,0,5089,243,2324,170,0,0,900,54,723,,
11/7/24 2:00,9926,9926,0,5075,636,2366,171,0,0,900,52,726,,
11/7/24 1:00,10332,10332,0,5157,966,2362,172,0,0,900,56,719,,
11/6/24 23:00,11114,11114,0,5197,1445,2621,173,0,0,900,56,722,,
11/6/24 22:00,11316,11316,0,5245,1584,2629,174,0,0,900,62,722,,
11/6/24 21:00,11700,11700,0,5276,1944,2625,174,0,0,900,56,725,,
11/6/24 20:00,11835,11835,0,5151,2254,2567,174,0,0,901,62,726,,
11/6/24 19:30,12012,12012,0,5218,2373,2569,172,0,0,900,60,720,,
11/6/24 19:00,12301,12301,0,5030,2849,2570,172,0,0,901,58,721,,
11/6/24 18:00,12536,12580,42,5264,2975,2446,172,0,0,899,58,722,,Evening_Peak
11/6/24 17:00,10923,10923,0,5028,1780,2246,174,12,7,900,54,722,,
11/6/24 16:00,10813,10813,0,5088,1518,2185,174,141,26,900,58,723,,
11/6/24 15:00,11078,11078,0,5206,1305,2366,174,331,20,900,58,718,,
11/6/24 14:00,11080,11080,0,5230,1117,2390,174,489,0,899,56,725,,
11/6/24 13:00,11124,11124,0,5284,1046,2353,174,579,0,900,58,730,,
11/6/24 12:00,10719,10719,0,5102,945,2234,174,574,7,900,54,729,,Day_Peak
11/6/24 11:00,10077,10077,0,4651,810,2205,174,532,32,900,52,721,,
11/6/24 10:00,9712,9712,0,4643,488,2232,173,488,18,901,44,725,,
11/6/24 9:00,9486,9486,0,4589,462,2235,173,338,14,901,44,730,,
11/6/24 8:00,9295,9295,0,4719,352,2180,172,168,22,901,52,729,,
11/6/24 7:00,8926,8926,0,4724,236,2049,171,31,30,900,52,730,,
11/6/24 6:00,8435,8435,0,4368,213,2012,167,0,1,900,44,730,,
11/6/24 5:00,8506,8506,0,4384,251,2024,168,0,0,900,48,731,,
11/6/24 4:00,8575,8575,0,4404,300,2019,168,0,0,900,54,730,,
11/6/24 3:00,8717,8717,0,4221,539,2121,169,0,0,900,38,729,,
11/6/24 2:00,9397,9397,0,4404,903,2238,170,0,0,900,56,726,,
11/6/24 1:00,10419,10419,0,4956,1230,2374,171,0,0,900,62,726,,
11/5/24 23:00,11241,11241,0,5001,1743,2623,174,0,0,900,70,730,,
11/5/24 22:00,11696,11696,0,5096,2089,2623,176,0,5,901,66,740,,
11/5/24 21:00,11902,11902,0,5064,2324,2600,176,0,29,900,70,739,,
11/5/24 20:00,12227,12227,0,5076,2708,2573,176,0,0,900,66,728,,
11/5/24 19:30,12528,12570,40,5056,3045,2574,155,0,0,900,68,730,,
11/5/24 19:00,12668,12730,59,5031,3216,2573,155,0,0,899,64,730,,
11/5/24 18:00,12750,12820,67,5237,3132,2528,150,0,0,899,68,736,,Evening_Peak
11/5/24 17:00,11674,11710,34,4774,2377,2691,121,13,2,900,64,732,,
11/5/24 16:00,11670,11670,0,5102,2091,2561,121,88,0,901,68,738,,
11/5/24 15:00,12109,12109,0,5200,2105,2707,126,278,1,901,62,729,,
11/5/24 14:00,12065,12065,0,5052,2069,2714,126,394,0,903,72,735,,
11/5/24 13:00,12086,12140,52,5129,1893,2708,126,519,0,904,72,735,,
11/5/24 12:00,11963,11963,0,5301,1644,2680,126,507,0,903,72,730,,Day_Peak
11/5/24 11:00,11261,11261,0,5166,1150,2670,126,468,0,903,66,712,,
11/5/24 10:00,10926,10926,0,4989,894,2676,176,501,0,903,62,725,,
11/5/24 9:00,10633,10633,0,4855,830,2680,176,404,0,904,58,726,,
11/5/24 8:00,10595,10595,0,5065,744,2721,175,209,0,903,54,724,,
11/5/24 7:00,10468,10468,0,5275,547,2729,169,60,0,902,54,732,,
11/5/24 6:00,10034,10034,0,5037,411,2729,169,0,0,902,58,728,,
11/5/24 5:00,10133,10133,0,5134,416,2725,169,0,0,903,62,724,,
11/5/24 4:00,10375,10375,0,5212,570,2730,169,0,1,902,64,727,,
11/5/24 3:00,10702,10702,0,5193,912,2725,171,0,0,902,72,727,,
11/5/24 2:00,11081,11110,28,5163,1343,2709,171,0,0,901,66,728,,
11/5/24 1:00,11688,11720,31,5137,1979,2706,171,0,0,898,78,719,,
11/4/24 23:00,12375,12375,0,5080,2461,2968,176,0,0,899,72,719,,
11/4/24 22:00,12538,12538,0,5085,2603,2968,176,0,0,898,76,732,,
11/4/24 21:00,12887,12900,12,5085,2943,2985,176,0,0,898,72,728,,
11/4/24 20:00,13165,13230,62,5041,3453,2937,176,0,0,757,72,729,,
11/4/24 19:30,13253,13360,102,5183,3427,2918,170,0,0,758,72,725,,Evening_Peak
11/4/24 19:00,13200,13350,143,5157,3399,2915,170,0,0,757,78,724,,
11/4/24 18:00,12912,13200,275,5243,3039,2898,169,0,0,758,76,729,,
11/4/24 17:00,11854,11870,15,4862,2219,2906,168,10,0,899,60,730,,
11/4/24 16:00,11737,11760,22,5150,1898,2691,173,128,1,899,64,733,,
11/4/24 15:00,11896,12250,338,5201,1756,2755,174,306,1,900,68,735,,
11/4/24 14:00,11924,12150,216,5137,1706,2755,176,446,2,899,70,733,,
11/4/24 13:00,11993,12300,293,5255,1728,2643,176,486,0,906,66,733,,
11/4/24 12:00,11947,12050,98,5339,1613,2550,176,573,0,905,58,733,,Day_Peak
11/4/24 11:00,11351,11395,42,5052,1386,2499,176,543,0,906,64,725,,
11/4/24 10:00,10977,10977,0,4891,1267,2447,176,511,0,905,60,720,,
11/4/24 9:00,10712,10712,0,4817,1256,2392,176,381,0,905,58,727,,
11/4/24 8:00,10293,10293,0,4795,1092,2328,176,208,0,905,56,733,,
11/4/24 7:00,10316,10316,0,5095,985,2312,173,53,0,904,60,730,,
11/4/24 6:00,9945,9945,0,4822,1001,2251,173,0,0,904,60,734,,
11/4/24 5:00,10214,10214,0,4909,1226,2203,173,0,0,906,62,735,,
11/4/24 4:00,10489,10489,0,4905,1511,2202,174,0,0,906,62,729,,
11/4/24 3:00,10864,11000,130,5026,1761,2197,174,0,0,905,68,733,,
11/4/24 2:00,10969,11400,412,5115,1772,2206,176,0,0,905,70,725,,
11/4/24 1:00,11123,11600,456,5204,1861,2184,176,0,0,906,66,726,,
11/3/24 23:00,12348,12348,0,5157,2858,2432,176,0,0,923,74,728,,
11/3/24 22:00,12648,12648,0,5188,3127,2434,176,0,0,922,70,731,,
11/3/24 21:00,12850,12950,96,5179,3350,2419,176,0,0,922,74,730,,
11/3/24 20:00,13040,13250,201,5208,3690,2389,176,0,0,778,74,725,,
11/3/24 19:30,13029,13300,259,5206,3683,2388,176,0,0,778,72,726,,
11/3/24 19:00,13041,13400,343,5256,3641,2388,175,0,0,779,72,730,,Evening_Peak
11/3/24 18:00,12504,13350,808,5286,3073,2388,174,0,0,778,74,731,,
11/3/24 17:00,11544,12050,483,5007,2198,2433,174,13,0,920,66,733,,
11/3/24 16:00,11337,11880,519,5183,1939,2180,173,144,0,919,66,733,,
11/3/24 15:00,11434,12010,550,5184,1858,2180,173,319,0,920,68,732,,
11/3/24 14:00,11417,12050,605,4994,1856,2228,174,452,2,919,68,724,,
11/3/24 13:00,11598,12225,599,5262,1702,2224,176,515,0,920,68,731,,
11/3/24 12:00,11422,12100,647,5174,1585,2194,176,571,0,920,70,732,,Day_Peak
11/3/24 11:00,11300,11550,239,5188,1510,2185,176,532,0,919,64,726,,
11/3/24 10:00,11061,11090,28,5084,1484,2184,176,438,0,918,56,721,,
11/3/24 9:00,10855,10855,0,5010,1472,2185,176,313,0,918,52,729,,
11/3/24 8:00,10542,10542,0,4997,1273,2231,175,164,0,915,60,727,,
11/3/24 7:00,10462,10462,0,5251,1050,2227,174,48,1,917,58,736,,
